问题发生时间,平台名称,所在地区,上线时间,出问题原因
2015-11-27,荣钻贷,江苏省南京市,2015-08-29,平台失联
2015-11-27,百事得财富,湖南省岳阳市,2015-08-29,平台失联
2015-11-27,6000贷,广东省深圳市,2015-08-29,平台失联
2015-11-25,万博基业,北京市,2015-06-14,平台失联
2015-11-25,基石在线,湖北省武汉市,2014-08-01,提现困难
2015-11-25,助民贷,北京市,2013-08-01,平台失联
2015-11-25,新时代远景投资理财,北京市,2013-03-08,平台失联
2015-11-25,日金贷,安徽省合肥市,2015-08-27,平台失联
2015-11-25,斯格瑞特投资,天津市,2015-08-27,平台失联
2015-11-25,壹诺理财,天津市,2015-01-30,平台失联
2015-11-25,鑫汇融合,北京市,2013-08-27,平台失联
2015-11-25,德利汇金,北京市,2015-03-07,平台失联
2015-11-24,云鼎汇融,北京市,2015-08-26,平台失联
2015-11-24,湘商贷,北京市,2015-08-26,平台失联
2015-11-24,荣桓世远,山东省滨州市,2014-12-27,提现困难
2015-11-24,鑫利源,山东省日照市,2015-05-18,跑路平台
2015-11-24,零一贷,广东省深圳市,2014-11-06,平台失联
2015-11-23,博源e贷,广西南宁市,2015-09-10,平台失联
2015-11-23,龙腾理财,山东省滨州市,2015-08-25,平台失联
2015-11-23,友友贷,福建省厦门市,2012-12-31,暂停运营
2015-11-23,多利宝理财,湖北省武汉市,2015-08-25,平台失联
2015-11-23,融信中盛,北京市,2015-08-25,警方介入
2015-11-23,泛融网,广东省深圳市,2015-08-25,暂停运营
2015-11-23,九鼎投资,河北省石家庄市,2015-08-25,平台失联
2015-11-23,中投瑞银投资,海南省海口市　,2015-08-25,平台失联
2015-11-23,享投网,上海市,2015-08-25,平台失联
2015-11-23,检顺财富,云南省昆明市,2015-08-25,平台失联
2015-11-23,宏量财富,广东省广州市,2015-08-25,平台失联
2015-11-19,圆信财富,上海市,2015-08-21,平台失联
2015-11-19,民商理财,福建省宁德市,2015-01-08,平台失联
2015-11-19,蜜蜂兵团,河北省邯郸市,2014-11-01,平台失联
2015-11-19,利他人网,广东省深圳市,2014-09-13,暂停运营
2015-11-19,义乌贷,浙江省杭州市,2012-09-06,平台失联
2015-11-19,汇投汇贷,广东省深圳市,2015-08-21,平台失联
2015-11-18,伊凡诺投资,广东省深圳市,2015-08-20,平台失联
2015-11-18,光世界金融,广东省深圳市,2015-01-15,平台失联
2015-11-18,益民贷,广东省深圳市,2015-06-01,平台失联
2015-11-18,油财宝,上海市,2015-08-20,平台失联
2015-11-17,宝通创投,山东省青岛市,2015-08-19,提现困难
2015-11-17,蜂窝创投,四川省达州市　,2014-10-01,提现困难
2015-11-17,朋泉资本,上海市,2015-08-19,平台失联
2015-11-17,久鼎创投,江苏省苏州市,2015-08-19,提现困难
2015-11-13,处州贷,浙江省丽水市,2015-08-15,平台失联
2015-11-13,官银储,广东省深圳市,2014-11-01,平台失联
2015-11-12,丰银凯利,湖南省株洲市,2013-11-01,平台失联
2015-11-12,湘商盟,湖北省武汉市,2014-01-13,平台失联
2015-11-12,西北贷,新疆乌鲁木齐市,2012-12-01,平台失联
2015-11-12,小小贷,山东省枣庄市,2014-12-20,平台失联
2015-11-12,同城汇融,山东省滨州市,2015-01-01,提现困难
2015-11-12,慧鸣贷,其他其他,2015-08-14,平台失联
2015-11-12,彩讯贷,山东省济南市,2015-08-14,暂停运营
2015-11-12,盈信网,上海市,2014-07-15,平台失联
2015-11-12,大国贷,上海市,2015-10-12,暂停运营
2015-11-12,丰宏投资,北京市,2015-08-14,平台失联
2015-11-11,钱根源,广东省深圳市,2014-05-23,平台失联
2015-11-11,乐点贷,江西省南昌市,2015-08-13,平台失联
2015-11-11,欣融贷,江苏省苏州市,2015-08-13,平台失联
2015-11-11,上开投资,上海市,2015-08-13,平台失联
2015-11-11,宝金所,江苏省苏州市,2015-08-13,平台失联
2015-11-11,久金投资,上海市,2015-08-13,平台失联
2015-11-10,蔬泽创投,上海市,2015-08-12,平台失联
2015-11-10,胜达投资,江西省南昌市,2015-08-12,平台失联
2015-11-05,万民投资,山东省枣庄市,2014-05-22,提现困难
2015-11-05,众银财富,浙江省宁波市,2015-08-07,平台失联
2015-11-05,富维贷,安徽省芜湖市,2015-08-07,平台失联
2015-11-05,金满盆,北京市,2015-08-07,平台失联
2015-11-02,小蜜蜂理财,广东省深圳市,2015-08-04,平台失联
2015-11-02,鼎好贷,山东省济南市,2014-11-25,暂停运营
2015-11-01,网络贷,广东省深圳市,2015-08-03,提现困难
2015-11-01,睿圣宏泰,山东省青岛市,2015-08-03,平台失联
2015-11-01,58钱管家,黑龙江大庆市,2015-08-03,提现困难
2015-11-01,正祥资本,江苏省苏州市,2015-03-04,提现困难
2015-11-01,吉林君昌投资,吉林省吉林市,2015-08-03,平台失联
2015-10-30,储金所,上海市,2015-01-08,平台失联
2015-10-30,春鹏易贷,浙江省杭州市,2015-03-27,提现困难
2015-10-30,玄谷金融,重庆市,2014-11-27,平台失联
2015-10-29,第四市场,北京市,2014-04-30,提现困难
2015-10-28,民强财富,山东省聊城市,2015-07-18,暂停运营
2015-10-28,兴元财富,山东省淄博市,2015-07-30,平台失联
2015-10-28,圆梦巴巴,山东省青岛市,2015-03-30,平台失联
2015-10-28,华邦财富,河北省衡水市,2015-07-30,平台失联
2015-10-28,汇利通,广东省深圳市,2015-04-01,平台失联
2015-10-28,讯贷网,广东省深圳市,2013-11-01,平台失联
2015-10-26,元富资产,浙江省宁波市,2015-04-14,暂停运营
2015-10-26,贵禄财富,上海市,2015-07-28,跑路平台
2015-10-23,盛天创投,广东省深圳市,2015-07-25,跑路平台
2015-10-23,华美投资,广东省深圳市,2015-07-25,平台失联
2015-10-23,瑞通易贷德州站,山东省德州市,2015-07-25,提现困难
2015-10-21,金满仓,广东省深圳市,2015-06-06,平台失联
2015-10-21,众融在线,北京市,2014-11-05,平台失联
2015-10-21,国控小微,河南省郑州市,2014-03-26,提现困难
2015-10-21,钱窝窝,上海市,2014-10-30,暂停运营
2015-10-21,远行者,北京市,2015-07-23,跑路平台
2015-10-21,友信网投,山东省潍坊市,2015-07-23,提现困难
2015-10-21,鑫茂创投,山东省济南市,2015-07-23,跑路平台
2015-10-21,萨贝尔贷,山东省潍坊市,2015-07-23,提现困难
2015-10-21,车妈妈,广东省深圳市,2015-07-23,平台失联
2015-10-20,宝丰财富,山东省潍坊市,2015-07-22,平台失联
2015-10-18,本利宝,广东省深圳市,2014-07-18,平台失联
2015-10-18,808信贷,江苏省淮安市,2011-05-01,提现困难
2015-10-18,点点贷,湖南省长沙市,2013-01-01,提现困难
2015-10-18,优企贷,湖南省长沙市,2015-07-20,提现困难
2015-10-16,富达亚金融,广东省深圳市,2015-07-18,警方介入
2015-10-15,艺商贷,广东省惠州市,2015-07-17,警方介入
2015-10-14,方圆财富,安徽省合肥市,2015-07-16,
2015-10-14,前海e贷,广东省深圳市,2015-07-16,平台失联
2015-10-14,合利在线,广东省深圳市,2015-07-16,警方介入
2015-10-12,赢河财富,上海市,2015-07-20,提现困难
2015-10-12,财智魔方,河南省郑州市,2014-07-31,平台失联
2015-10-12,沃资本,广东省深圳市,2014-08-08,提现困难
2015-10-10,隆辉财富,广东省深圳市,2015-07-12,平台失联
2015-10-10,联众贷,广东省深圳市,2014-03-02,平台失联
2015-10-10,优悦科技,广东省深圳市,--,平台失联
2015-10-10,投红木网,广东省深圳市,2015-07-12,平台失联
2015-10-10,金裤兜,云南省昆明市,2015-06-25,平台失联
2015-10-09,广筹网,北京市,2014-12-10,平台失联
2015-10-09,璀璨明珠,云南省保山市,2015-07-11,平台失联
2015-10-08,老友贷,广西壮族自治区南宁市,2015-01-20,提现困难
2015-10-08,中祥金融,北京市,2014-12-22,暂停运营
2015-10-08,网借宝,甘肃省兰州市,2014-10-22,提现困难
2015-10-08,孔礼贷,山东省济宁市,2015-07-10,平台失联
2015-10-08,道和创鑫,黑龙江哈尔滨市,2015-07-10,暂停运营
2015-10-08,零薪投资,福建省福州市,2015-07-10,平台失联
2015-10-08,速帮经济,福建省福州市,2015-07-10,平台失联
2015-10-08,一站贷,福建省三明市,2015-07-20,平台失联
2015-10-08,宏泰网,辽宁省朝阳市,2014-12-18,暂停运营
2015-10-01,泓蕴添利,重庆市万州区,2015-06-08,暂停运营
2015-09-30,富裕财富,山东省莱芜市,2015-04-17,平台失联
2015-09-30,浙江商贷,浙江省杭州市,2013-04-13,暂停运营
2015-09-30,爱投网,河南省郑州市,2013-10-10,提现困难
2015-09-30,金融聚投,广东省深圳市,2015-01-28,平台失联
2015-09-30,红酒金融,上海市,2015-07-31,提现困难
2015-09-30,宁波唐人贷,浙江省宁波市,2015-02-09,平台失联
2015-09-30,融卷风,广东省深圳市,2015-05-07,平台失联
2015-09-30,盛鑫财富,安徽省滁州市,2015-07-21,平台失联
2015-09-30,创信泰冠,山东省滨州市,2014-07-31,平台失联
2015-09-30,稳收宝,上海市,2015-08-10,平台失联
2015-09-30,永顺贷,山东省聊城市,2015-07-02,平台失联
2015-09-30,运兴嘉筑,北京市,2015-08-21,平台失联
2015-09-30,人人商贷,山东省青岛市,2015-03-28,平台失联
2015-09-29,全优理财,广东省深圳市,2014-09-28,提现困难
2015-09-29,上海兴成投资,上海市,2005-08-03,平台失联
2015-09-29,上海易端投资,上海市,2005-02-28,平台失联
2015-09-29,上海银岭,上海市,2009-12-15,平台失联
2015-09-28,发利网,广西南宁市,2015-02-06,平台失联
2015-09-28,上海奉贤建设投资,上海市,2015-06-30,平台失联
2015-09-28,合筑资本,上海市,2015-04-10,平台失联
2015-09-28,文茂创投,天津市,2015-08-28,平台失联
2015-09-28,好乐易贷,河北省石家庄市,2014-01-01,暂停运营
2015-09-28,商易贷,河南省郑州市,2014-04-15,平台失联
2015-09-28,亿信金融,山东省潍坊市,2015-06-01,平台失联
2015-09-27,宿州易贷,安徽省宿州市,2014-11-25,暂停运营
2015-09-21,银禾财富,浙江省嘉兴市,2015-06-24,平台失联
2015-09-21,财术理财,浙江省杭州市,2015-06-28,提现困难
2015-09-20,潜力股,上海市,2014-07-14,平台失联
2015-09-19,御声资本,上海市,2015-05-13,平台失联
2015-09-19,万城汇丰,福建省龙岩市,2014-08-15,平台失联
2015-09-16,财利通,广东省深圳市,2015-07-03,平台失联
2015-09-16,顺融易贷,山东省莱芜市,2015-03-16,平台失联
2015-09-16,利商贷,山东省莱芜市,2014-06-13,暂停运营
2015-09-16,豫麟创投,河南省郑州市,2015-06-12,平台失联
2015-09-16,弘利创投,山东省潍坊市,2015-05-28,平台失联
2015-09-14,永鑫创投,山东省滨州市,2015-01-21,平台失联
2015-09-14,赢金贷,江苏省徐州市,2015-05-12,提现困难
2015-09-14,金线财富,山东省潍坊市,2015-07-06,平台失联
2015-09-14,彩虹财富,山东省青岛市,2014-10-30,提现困难
2015-09-14,亿鑫贷,四川省资阳市,2013-01-23,平台失联
2015-09-13,酬信投融,山东省滨州市,2014-12-24,平台失联
2015-09-13,卓彤网,上海市,2015-02-12,平台失联
2015-09-11,诺一创投,山东省潍坊市,2015-03-30,提现困难
2015-09-10,宝鼎投资,河北省沧州市,2015-03-20,平台失联
2015-09-10,和泰投资,山东省滨州市,2015-07-06,平台失联
2015-09-09,微利众贷,山东省滨州市,2015-03-16,平台失联
2015-09-09,轩正创投,山东省青岛市,2015-07-08,平台失联
2015-09-08,保诚财富,北京市,2013-05-16,平台失联
2015-09-08,华深拓业投资,北京市,2015-08-25,平台失联
2015-09-07,财安贷,山东省莱芜市,2015-02-09,平台失联
2015-09-07,正和创投,山东省潍坊市,2015-04-29,平台失联
2015-09-07,玺融资本(浙江瑞安),浙江省温州市,2015-07-09,平台失联
2015-09-07,易投易,广东省广州市,2013-07-19,平台失联
2015-09-07,泰信财富,山东省济南市,2015-08-05,平台失联
2015-09-07,林坤投资,山东省莱芜市,2015-04-20,平台失联
2015-09-07,益航贷,江苏省常州市,2015-04-15,暂停运营
2015-09-07,华源投资,北京市,2015-08-10,平台失联
2015-09-07,元邦创投,云南省昆明市,2015-08-19,平台失联
2015-09-06,冠丰投资,河北省保定市,2015-08-26,平台失联
2015-09-06,诺信创投,上海市,2013-09-28,提现困难
2015-09-06,中银投资,山西省大同市,2015-09-02,平台失联
2015-09-02,红兴e贷,河南省南阳市,2015-06-04,平台失联
2015-09-02,鑫十贷,广东省深圳市,2015-05-20,平台失联
2015-09-02,如德易拍贷,上海市,2014-12-20,平台失联
2015-09-01,大米微金融,河北省石家庄市,2015-01-07,暂停运营
2015-09-01,中汇通投资,广西南宁市,2015-08-26,平台失联
2015-09-01,吉超贷,广东省东莞市,2015-05-17,暂停运营
2015-09-01,国湘资本,广东省深圳市,2014-01-01,警方介入
2015-08-31,锦慧通,四川省成都市,2015-08-27,平台失联
2015-08-31,易融投资,广东省深圳市,2015-08-28,平台失联
2015-08-29,盛凯禄财富,山东省聊城市,2015-07-01,平台失联
2015-08-28,天利诚投资,山西省晋城市,2015-08-22,平台失联
2015-08-28,永融贷,北京市,2015-05-30,平台失联
2015-08-27,众融投,海南省海口市　,2014-07-28,暂停运营
2015-08-27,成融理财,天津市,2014-10-27,平台失联
2015-08-27,斗金贷,广东省深圳市,2014-11-06,平台失联
2015-08-27,水晶贷,江苏省连云港市,2015-06-01,暂停运营
2015-08-27,三块钱,山东省青岛市,2014-08-31,平台失联
2015-08-27,鑫丰易贷,山东省潍坊市,2015-06-24,平台失联
2015-08-27,创新众投,湖北省武汉市,2014-10-16,提现困难
2015-08-27,宝都e贷,山东省潍坊市,2015-07-10,平台失联
2015-08-27,首信贷,北京市东城区,2014-09-26,平台失联
2015-08-27,嘉富财富,山西省运城市　,2015-08-12,平台失联
2015-08-25,富华金融,山东省济宁市,2015-03-10,平台失联
2015-08-25,钱贷贷,广东省深圳市,2013-08-20,警方介入
2015-08-25,金鼎投资,贵州省黔西南州　,2015-08-22,平台失联
2015-08-25,合互贷,福建省泉州市,2015-06-10,暂停运营
2015-08-25,宏中创投,浙江省嘉兴市,2015-07-20,暂停运营
2015-08-25,沃坤投资,河北省石家庄市,2015-08-18,平台失联
2015-08-21,宇鑫人人贷,四川省成都市,2013-01-07,平台失联
2015-08-21,中投在线,广东省深圳市,2015-03-15,平台失联
2015-08-21,微投网,广东省深圳市,2014-11-11,平台失联
2015-08-21,中国网络信贷平台,湖北省黄石市,2015-01-18,暂停运营
2015-08-21,乾客天下,北京市,2014-08-29,平台失联
2015-08-21,卓越财富,河南省濮阳市,2014-07-01,平台失联
2015-08-21,永盈财富,河北省衡水市,2014-12-29,平台失联
2015-08-21,优旺诺祥,广东省深圳市,2013-12-20,平台失联
2015-08-21,格华财富,山东省滨州市,2015-05-05,暂停运营
2015-08-21,煜尊财富,山东省青岛市,2015-03-11,平台失联
2015-08-21,誉信贷,福建省厦门市,2015-07-21,平台失联
2015-08-21,中国贷,广东省惠州市,2012-06-08,平台失联
2015-08-21,中金e贷,广东省深圳市,2015-02-16,平台失联
2015-08-21,中融速贷,江苏省宿迁市,2015-02-02,平台失联
2015-08-21,智邦创投,浙江省台州市,2015-04-18,平台失联
2015-08-21,中广财富,浙江省金华市,2014-12-24,平台失联
2015-08-21,浙融创投,浙江省温州市,2013-12-08,平台失联
2015-08-21,致盛贷,四川省成都市,2014-10-14,平台失联
2015-08-21,泽业财富,福建省三明市,2015-02-10,平台失联
2015-08-21,泽鑫宝,四川省成都市,2014-07-19,平台失联
2015-08-21,元亨泰富,上海市,2012-08-17,平台失联
2015-08-19,大众金融,甘肃省兰州市,2014-12-03,平台失联
2015-08-19,源鑫贷,辽宁省大连市,2015-07-25,平台失联
2015-08-19,华幕投资,北京市,2015-07-09,平台失联
2015-08-19,富润金融,广东省深圳市,2014-08-18,暂停运营
2015-08-19,昆石投资,吉林省长春市,2015-08-10,平台失联
2015-08-19,云通金融,安徽省合肥市,2015-06-23,平台失联
2015-08-19,龙腾投资,宁夏银川市,2015-07-24,平台失联
2015-08-19,凯大投资,安徽省合肥市,2015-08-06,平台失联
2015-08-18,润海创投,山东省莱芜市,2015-04-27,平台失联
2015-08-18,邦慧投资,上海市,2015-01-15,平台失联
2015-08-18,追潮投资,浙江省嘉兴市,2015-03-18,暂停运营
2015-08-18,瑞言贷,上海市,2015-04-29,平台失联
2015-08-17,众信在线,北京市,2014-04-01,提现困难
2015-08-14,湖南多好贷,湖南省长沙市,2015-06-18,提现困难
2015-08-14,企联融业,湖南省娄底市,2013-10-28,平台失联
2015-08-14,恭信资产,上海市,2014-11-19,平台失联
2015-08-14,伟利投资,安徽省芜湖市,2015-05-26,平台失联
2015-08-14,乾恒来投资,贵州省遵义市,2015-08-01,平台失联
2015-08-14,坤一金融,安徽省合肥市,2015-05-06,提现困难
2015-08-11,盘锦贷,辽宁省盘锦市,2013-08-19,平台失联
2015-08-11,永融e贷,北京市,2011-05-17,平台失联
2015-08-11,亿财富,安徽省合肥市,2015-02-03,平台失联
2015-08-11,天弘创投,浙江省宁波市,2014-01-28,平台失联
2015-08-11,鹏天投资,四川省成都市,2014-12-24,平台失联
2015-08-10,兴旺财富,辽宁省抚顺市,2014-11-06,平台失联
2015-08-05,天诚贷,山东省菏泽市,2015-01-15,平台失联
2015-08-04,民融通,浙江省杭州市,2011-07-29,平台失联
2015-08-04,闽商贷,福建省莆田市,2013-09-07,平台失联
2015-08-04,迈龙财富,广东省深圳市,2014-08-28,平台失联
2015-08-04,眉州商贷,四川省眉山市,2014-09-15,平台失联
2015-08-04,洛卡贷,江苏省苏州市,2014-03-14,平台失联
2015-08-04,尔达信投,山东省临沂市,2015-04-14,平台失联
2015-08-04,海阳财富,山东省烟台市,2015-04-11,平台失联
2015-08-04,牡丹财富,山东省菏泽市,2015-06-23,平台失联
2015-08-04,明铄财富,江苏省苏州市,2015-02-11,平台失联
2015-08-04,明启华投资,广东省深圳市,2014-03-18,平台失联
2015-08-04,民间资本,内蒙古呼和浩特市,2015-06-05,平台失联
2015-08-04,明德创投,广东省韶关市,2014-12-30,平台失联
2015-07-31,投客网,广东省深圳市,2014-11-08,平台失联
2015-07-31,云峰理财,浙江省丽水市,2015-01-08,暂停运营
2015-07-30,携盛金融,上海市,2015-06-08,警方介入
2015-07-30,天下贷,安徽省合肥市,2014-12-10,平台失联
2015-07-30,辉煌财富,浙江省绍兴市,2015-02-02,平台失联
2015-07-30,富一贷,湖北省武汉市,2014-07-14,平台失联
2015-07-30,信美财富,湖南省株洲市,2015-01-08,平台失联
2015-07-30,亚港投资,湖南省长沙市,2015-07-13,平台诈骗
2015-07-29,慈鑫贷,浙江省宁波市,2015-06-25,暂停运营
2015-07-29,达通创投,广东省深圳市,2014-01-29,平台失联
2015-07-29,中信e贷,广西南宁市,2015-01-01,平台失联
2015-07-29,盈联网,四川省成都市,2014-09-24,暂停运营
2015-07-28,存钱罐,北京市,2013-11-14,提现困难
2015-07-28,信融汇金,北京市,2015-02-13,平台失联
2015-07-27,鑫巢财富,安徽省巢湖市,2014-10-13,平台失联
2015-07-27,易诚金融,山东省滨州市,2015-06-08,暂停运营
2015-07-27,cola贷,广东省广州市,2015-02-26,提现困难
2015-07-27,投息宝,福建省厦门市,2014-05-02,平台失联
2015-07-26,银米贷,上海市,2014-11-05,平台失联
2015-07-25,乐投无忧,广东省深圳市,2014-10-16,平台失联
2015-07-24,锦煜贷,山东省淄博市,2014-12-20,平台失联
2015-07-24,国银财富,河南省郑州市,2015-07-20,平台失联
2015-07-24,乾丰鼎盛,北京市,2015-07-05,平台失联
2015-07-24,龙腾财富,山东省聊城市,2015-03-10,平台失联
2015-07-24,长安易贷,陕西省西安市,2015-01-16,平台失联
2015-07-24,隆晋贷,甘肃省兰州市,2014-07-28,平台失联
2015-07-24,丰融贷,江苏省无锡市,2015-01-28,平台失联
2015-07-24,鸿商贷,山东省青岛市,2015-04-25,平台失联
2015-07-23,金汇丰,广东省佛山市,2014-12-21,平台失联
2015-07-23,立洲金融,湖南省长沙市,2010-04-26,平台失联
2015-07-23,艾瑞贷,浙江省绍兴市,2015-03-26,提现困难
2015-07-23,融海财富,山东省青岛市,2015-06-01,平台失联
2015-07-23,龙跃贷,北京市,2013-12-01,平台失联
2015-07-22,鑫龙财富,浙江省宁波市,2015-04-20,平台失联
2015-07-22,365金融,广东省广州市,2013-09-01,提现困难
2015-07-21,壹投资,安徽省合肥市,2015-04-22,暂停运营
2015-07-21,金蝶理财,江苏省无锡市,2014-12-16,提现困难
2015-07-21,德利贷,广东省深圳市,2014-11-03,平台失联
2015-07-20,诚信万通,山东省青岛市,2015-01-19,平台失联
2015-07-20,汉荣鼎盛,广东省深圳市,2015-04-02,平台失联
2015-07-20,大鑫富帮,广东省深圳市,2014-11-25,警方介入
2015-07-20,传通财富,浙江省宁波市,2015-03-10,平台失联
2015-07-20,海巢贷,北京市,2015-04-21,平台失联
2015-07-20,本息宝,广东省深圳市,2015-02-08,平台失联
2015-07-19,赢瑞创投,江苏省连云港市,2015-05-20,平台失联
2015-07-18,汇融财富,河北省廊坊市,2015-07-13,平台失联
2015-07-18,恒艳财富,安徽省合肥市,2015-04-02,提现困难
2015-07-18,华夏创银,上海市,2014-10-22,平台失联
2015-07-17,天天投,安徽省合肥市,2014-10-01,提现困难
2015-07-17,全诚在线,山东省济南市,2013-04-28,提现困难
2015-07-17,融合天下,福建省厦门市,2015-03-18,提现困难
2015-07-17,宏安财富,山东省滨州市,2015-04-25,平台失联
2015-07-16,乐投微贷,广东省深圳市,2013-11-07,平台失联
2015-07-16,乐天在线,山东省德州市,2014-09-12,平台失联
2015-07-16,淘金城（雷人贷）,广西玉林市,2014-03-10,暂停运营
2015-07-16,泰山贷,山东省泰安市,2013-09-09,提现困难
2015-07-15,利人金融,上海市黄浦区,2015-01-29,平台失联
2015-07-15,浙江利人金融,浙江省杭州市,2015-01-28,平台失联
2015-07-15,缑城贷,浙江省宁波市,2015-02-07,平台失联
2015-07-14,昌晟易贷,山东省东营市,2015-03-05,平台失联
2015-07-14,安易融,陕西省西安市,2014-03-18,平台失联
2015-07-14,富壹贷,广东省深圳市,2013-11-13,提现困难
2015-07-14,联合信贷,山东省淄博市,2014-05-22,暂停运营
2015-07-14,腾滕聚,广东省深圳市,2014-06-24,暂停运营
2015-07-13,松特贷,上海市,2014-12-14,平台失联
2015-07-13,步华投资,安徽省合肥市,2015-05-07,暂停运营
2015-07-13,友融金融,广东省深圳市,2014-01-10,暂停运营
2015-07-13,慧财网,四川省成都市,2012-12-01,提现困难
2015-07-13,友贷网,广东省东莞市,2012-12-01,提现困难
2015-07-13,好信财富,浙江省杭州市,2015-04-09,平台失联
2015-07-11,润发投资,山东省潍坊市,2014-11-14,平台失联
2015-07-11,宏能投资,山西省太原市,2014-11-04,平台失联
2015-07-11,金橙财富,江苏省其他,2015-07-02,平台失联
2015-07-11,当当贷,上海市,2014-08-20,平台失联
2015-07-10,苹果金融,上海市,2015-06-10,提现困难
2015-07-10,阳天财富,山东省济宁市,2015-04-30,平台失联
2015-07-10,汇元贷,河北省石家庄市,2014-11-11,提现困难
2015-07-10,辽商贷,辽宁省大连市,2014-03-12,平台失联
2015-07-10,钱江理财,浙江省杭州市,2014-06-24,平台失联
2015-07-10,积财99,广东省深圳市,2015-03-30,平台失联
2015-07-08,商贸财富,浙江省杭州市,2014-11-04,提现困难
2015-07-08,恒友投资,安徽省黄山市,2015-04-01,提现困难
2015-07-08,迅贷网,江苏省南京市,2014-06-26,平台失联
2015-07-08,红兆资本,湖北省武汉市,2014-09-15,平台失联
2015-07-07,日宝网,上海市,2015-04-08,平台失联
2015-07-07,睿逸速贷,江苏省常州市,2014-10-22,提现困难
2015-07-07,邦诚金融,福建省厦门市,2014-10-09,提现困难
2015-07-06,金栋投资,山西省长治市,2015-06-27,平台失联
2015-07-06,多益贷,浙江省宁波市,2014-10-09,提现困难
2015-07-05,中金服,上海市,2015-03-30,平台失联
2015-07-04,中银信投资,湖北省武汉市,2015-07-01,平台失联
2015-07-04,安稳财富,广东省佛山市,2014-10-16,平台失联
2015-07-04,中信速贷,江苏省泰州市,2014-06-26,提现困难
2015-07-03,国瑞财富,山东省泰安市,2015-03-30,提现困难
2015-07-03,瑞敏投资,安徽省合肥市,2015-06-15,平台失联
2015-07-03,亿人易贷,山东省潍坊市,2014-10-28,平台失联
2015-07-03,奇旺投资,陕西省西安市,2015-06-30,平台失联
2015-07-02,名龙资本,广东省广州市,2015-04-08,平台失联
2015-07-02,加诚贷,广东省广州市,2013-08-18,提现困难
2015-07-01,潮深e融,广东省深圳市,2014-05-25,平台失联
2015-07-01,融易融,广东省深圳市,2012-12-04,提现困难
2015-07-01,微小宝,江苏省徐州市,2014-03-21,提现困难
2015-07-01,盛达投资,山西省晋城市,2015-06-23,平台失联
2015-07-01,生意贷,上海市,2015-04-02,平台失联
2015-06-30,紫枫信贷,江苏省南京市,2012-01-11,提现困难
2015-06-30,腾远投资,安徽省合肥市,2014-11-29,提现困难
2015-06-29,同发理财,江苏省镇江市,2015-04-16,平台失联
2015-06-29,涛财网,浙江省杭州市,2014-10-16,提现困难
2015-06-29,爱融网,北京市,2014-04-26,提现困难
2015-06-28,黔程金融,贵州省贵阳市,2014-02-19,提现困难
2015-06-28,陆鑫所,北京市东城区,2014-05-28,平台失联
2015-06-27,浦发财富,广东省深圳市,2015-03-29,提现困难
2015-06-27,安琪贷,天津市,2014-02-14,平台失联
2015-06-27,天勤在线,广东省深圳市,2014-08-01,提现困难
2015-06-27,赢富达,天津市,2015-03-18,平台失联
2015-06-27,富赢财富,山东省潍坊市,2014-12-27,平台失联
2015-06-27,慧达财富,山东省青岛市,2014-11-17,提现困难
2015-06-27,盛泰信投,河北省衡水市,2014-10-11,平台失联
2015-06-27,生财有道,上海市,2014-06-26,平台失联
2015-06-27,西部聚财,陕西省渭南市,2013-08-27,平台失联
2015-06-27,盛宇财富,天津市,2015-06-26,平台失联
2015-06-27,亚龙信投,山东省滨州市,2015-03-09,平台失联
2015-06-27,北斗金融,安徽省铜陵市,2013-11-22,平台失联
2015-06-27,上致财富,安徽省合肥市,2015-01-24,提现困难
2015-06-26,友禾创投,山东省济南市,2014-07-08,提现困难
2015-06-26,鸿诚贷,浙江省温州市,2014-10-15,平台失联
2015-06-26,易尚在线,江苏省连云港市,2015-03-08,提现困难
2015-06-26,京银财富,广东省广州市,2015-03-28,平台失联
2015-06-25,顺昌财富,湖南省长沙市,2015-06-16,平台失联
2015-06-25,苏丰创投,江苏省泰州市,2014-07-28,提现困难
2015-06-25,强强财富,浙江省温州市,2013-11-01,提现困难
2015-06-24,拾贝理财,安徽省合肥市,2014-09-16,提现困难
2015-06-23,互益贷,江苏省南京市,2014-06-24,提现困难
2015-06-23,鲁华财富,山东省滨州市,2015-01-15,平台失联
2015-06-23,巨莱财富,山东省莱芜市,2014-12-19,平台失联
2015-06-23,财富在线,山东省济宁市,2014-09-21,提现困难
2015-06-22,百益贷,山东省潍坊市,2015-03-24,平台失联
2015-06-22,融易信,山东省菏泽市,2013-09-02,提现困难
2015-06-22,迅拓创投,山东省济南市,2014-12-01,提现困难
2015-06-22,惠利宝,山东省东营市,2015-04-13,平台失联
2015-06-22,鸿海资本,海南省海口市　,2015-05-08,平台失联
2015-06-22,亿通投,山东省德州市,2015-05-07,提现困难
2015-06-21,投乐,山东省济南市,2015-03-23,平台失联
2015-06-20,银泰发,广东省深圳市,2015-03-22,平台失联
2015-06-20,工商贷,广东省深圳市,2014-06-04,提现困难
2015-06-20,成功贷,山东省枣庄市,2014-12-03,提现困难
2015-06-20,安农商贷,浙江省杭州市,2014-06-09,平台失联
2015-06-20,耀升信投,浙江省宁波市,2014-10-22,平台失联
2015-06-20,汇商贷,浙江省金华市,2015-11-30,提现困难
2015-06-20,金信贷,辽宁省沈阳市,2015-06-10,平台失联
