问题发生时间,平台名称,所在地区,上线时间,出问题原因
2017-09-20,宝贷通行网,广东省深圳市,2014-07-17,平台失联
2017-09-20,存贷汇,北京市东城区,2015-07-07,平台失联
2017-09-20,长江创投,安徽省合肥市,2015-07-18,平台失联
2017-09-20,中智魔方,北京市东城区,2016-08-08,提现困难
2017-09-20,爱派金信,江苏省无锡市,2017-07-12,暂停运营
2017-09-20,金联创,广东省肇庆市,--,平台失联
2017-09-19,宏锦贷,上海市普陀区,--,暂停运营
2017-09-19,中盈金服,浙江省宁波市,2017-03-08,平台失联
2017-09-19,中鼎创盈,湖北省武汉市,2015-09-17,平台失联
2017-09-19,中秋金融,上海市黄浦区,2015-07-21,平台失联
2017-09-19,优金客,北京市东城区,2015-03-17,平台失联
2017-09-19,亿鑫金融,浙江省宁波市,2014-07-22,平台失联
2017-09-19,运盈e贷,福建省厦门市,2014-05-08,暂停运营
2017-09-18,趣投资,广东省深圳市,2015-09-18,提现困难
2017-09-18,学信贷,广西壮族自治区南宁市,2014-11-01,提现困难
2017-09-18,宜投金服,浙江省杭州市,2015-07-15,警方介入
2017-09-18,广润财富,湖南省岳阳市,2015-01-15,平台失联
2017-09-18,好会理财,天津市河西区,2016-02-01,暂停运营
2017-09-18,亿港财行,江西省南昌市,--,平台失联
2017-09-18,田金所,广东省深圳市,2017-04-06,平台失联
2017-09-18,百贾金,上海市浦东新区,2017-03-20,平台失联
2017-09-15,光波金融,上海市普陀区,2017-06-13,提现困难
2017-09-15,中易融通,浙江省温州市,2015-08-15,平台失联
2017-09-15,兢业金服,上海市松江区,--,平台失联
2017-09-15,小象金融,上海市崇明县,--,提现困难
2017-09-14,普天金安,北京市朝阳区,2016-07-22,提现困难
2017-09-14,袋袋金,广东省深圳市,2014-03-14,暂停运营
2017-09-13,缑祥投资,上海市徐汇区,--,平台失联
2017-09-13,三分贷,湖南省长沙市,2014-03-26,提现困难
2017-09-13,99财富,江苏省徐州市,2015-01-20,提现困难
2017-09-13,通融财富,广东省东莞市,2015-06-28,平台诈骗
2017-09-13,金统贷,江苏省南京市,2015-11-02,暂停运营
2017-09-13,网行金融,上海市普陀区,2015-04-09,提现困难
2017-09-13,华银金融,广东省深圳市,2014-11-21,警方介入
2017-09-13,雍铄金融,北京市丰台区,2017-05-05,暂停运营
2017-09-13,恒都资本,上海市普陀区,--,平台诈骗
2017-09-13,众誉财富,广东省深圳市,--,平台诈骗
2017-09-13,米西投资,上海市宝山区,--,平台诈骗
2017-09-13,浩成创业,上海市浦东新区,--,平台诈骗
2017-09-13,深宜金服,广东省深圳市,2014-06-20,提现困难
2017-09-13,健卓投资,上海市嘉定区,--,平台诈骗
2017-09-13,唐堡在线,广东省深圳市,--,平台诈骗
2017-09-12,泽聚财富,山东省东营市,--,暂停运营
2017-09-08,汇投富,北京市平谷区,--,平台诈骗
2017-09-08,点理财,上海市黄浦区,2016-07-11,暂停运营
2017-09-08,盼贷网,北京市东城区,2011-08-01,警方介入
2017-09-08,钱加网贷,浙江省杭州市,2017-07-07,警方介入
2017-09-07,金豆包,北京市,2016-05-05,提现困难
2017-09-07,酷盈网,北京市海淀区,2016-03-01,提现困难
2017-09-06,信仟财富,上海市虹口区,--,平台诈骗
2017-09-06,狮子座金融,广东省佛山市,2015-12-12,暂停运营
2017-09-05,影视贷,安徽省合肥市,2015-05-08,平台失联
2017-09-05,互利通,北京市东城区,2015-05-17,平台失联
2017-09-05,中仁财富,广东省深圳市,2015-12-27,提现困难
2017-09-05,众善,贵州省贵阳市,2016-07-21,平台失联
2017-09-05,博创汽车众筹,山东省临沂市,--,平台失联
2017-09-04,迅隆贷,浙江省宁波市,2016-10-08,暂停运营
2017-09-01,浩然众筹,江苏省镇江市,--,平台失联
2017-09-01,黎明国际,辽宁省沈阳市,--,平台失联
2017-09-01,朔漪众筹,上海市金山区,--,暂停运营
2017-09-01,善盈宝,北京市东城区,2015-04-13,暂停运营
2017-09-01,乐投天下,北京市东城区,2014-10-31,提现困难
2017-08-30,恒祥资本,广东省广州市,--,平台诈骗
2017-08-30,多息猫,上海市静安区,2016-12-15,平台失联
2017-08-30,国投宝,北京市东城区,2015-09-28,平台失联
2017-08-30,老虎金融,北京市东城区,2015-05-22,平台失联
2017-08-30,第一房贷,北京市东城区,2014-04-18,平台失联
2017-08-30,安盈贷,安徽省六安市,2014-06-15,平台失联
2017-08-30,东邦易贷,浙江省杭州市,2013-09-26,平台失联
2017-08-28,贻达财富,浙江省杭州市,2017-07-19,提现困难
2017-08-28,蜂赢金服,湖北省武汉市,2015-11-22,暂停运营
2017-08-28,中大中科,广东省深圳市,--,平台诈骗
2017-08-28,盈保财富,河北省保定市,--,平台失联
2017-08-25,丙亿投资,上海市金山区,--,平台诈骗
2017-08-24,悦德财富,北京市昌平区,2016-05-24,平台失联
2017-08-24,江泰投资,江苏省泰州市,--,平台失联
2017-08-24,汇鑫贷,浙江省宁波市,2014-09-18,平台失联
2017-08-24,外星人理财,广东省广州市,2015-06-20,平台失联
2017-08-24,可乐贷,贵州省贵阳市,2014-10-28,平台失联
2017-08-24,好融贷,河南省平顶山市,2014-11-24,平台失联
2017-08-24,华舵金服,山东省青岛市,2014-05-19,暂停运营
2017-08-23,天柠宝,青海省西宁市,--,平台失联
2017-08-23,金玉宝,广东省深圳市,--,平台诈骗
2017-08-23,易天贷,福建省厦门市,2013-12-01,暂停运营
2017-08-21,盛融宝,四川省成都市,--,提现困难
2017-08-21,亿企聚财,上海市黄浦区,2017-01-01,提现困难
2017-08-18,君宜厚德,上海市浦东新区,--,平台诈骗
2017-08-18,钱范儿,广东省深圳市,2014-07-01,暂停运营
2017-08-18,宏鑫宝,上海市黄浦区,2014-06-18,提现困难
2017-08-18,普交所,上海市杨浦区,2015-08-31,提现困难
2017-08-17,中屹鸿,广东省广州市,--,平台失联
2017-08-17,树兰投资,上海市浦东新区,--,平台诈骗
2017-08-17,金财富,上海市浦东新区,--,暂停运营
2017-08-17,全局金服,上海市长宁区,2016-01-06,平台失联
2017-08-15,中亿华商,北京市石景山区,2017-05-10,平台失联
2017-08-15,如翌金融,上海市宝山区,2017-04-28,提现困难
2017-08-15,金汇恒财富,江苏省无锡市,--,平台失联
2017-08-15,玉象金融,广东省深圳市,--,平台失联
2017-08-15,富吉泰,山东省烟台市,--,平台失联
2017-08-15,宝鼎金服,安徽省马鞍山市,--,平台失联
2017-08-15,盛欣财富理财,内蒙古自治区乌兰察布市,2016-10-21,平台失联
2017-08-14,弘道财富,山东省烟台市,--,平台失联
2017-08-14,菜观园财富,江苏省南京市,--,平台失联
2017-08-14,万坚贷,浙江省宁波市,--,平台失联
2017-08-14,兴彤财富,上海市徐汇区,--,平台失联
2017-08-14,昊立金融,江苏省苏州市,--,平台失联
2017-08-14,明宏财富,江苏省常州市,--,平台失联
2017-08-14,总财贷,江苏省南京市,2016-10-26,平台失联
2017-08-09,金猫在线,河南省郑州市,2017-05-18,提现困难
2017-08-09,妙资金融,浙江省杭州市,2014-04-01,警方介入
2017-08-07,鼎力财富,上海市浦东新区,--,平台诈骗
2017-08-07,投储在线,上海市黄浦区,2013-07-31,平台失联
2017-08-07,洋泰投资,上海市徐汇区,--,平台诈骗
2017-08-07,川惠财富,广东省惠州市,2014-11-06,提现困难
2017-08-07,寅平投资,上海市黄浦区,--,平台诈骗
2017-08-07,盛世典当,福建省福州市,--,提现困难
2017-08-07,金库贷,浙江省宁波市,--,平台失联
2017-08-07,北方兴业财富,黑龙江省哈尔滨市,--,平台诈骗
2017-08-07,财迷宝,北京市朝阳区,--,平台失联
2017-08-05,人人理财,北京市东城区,2010-12-17,暂停运营
2017-08-05,存利网,北京市东城区,2014-06-08,暂停运营
2017-08-02,趣钱,广东省深圳市,2014-08-18,提现困难
2017-08-02,刷脸app百变颜值理财,浙江省杭州市,--,提现困难
2017-08-02,保信金服,河北省保定市,--,平台失联
2017-08-02,平乐贷,四川省成都市,2014-09-09,提现困难
2017-08-02,朋保贷,河北省石家庄市,--,提现困难
2017-08-01,弘润金融,浙江省宁波市,--,提现困难
2017-08-01,卓武投资,山东省济南市,--,平台失联
2017-08-01,蔚盈投资,上海市奉贤区,--,平台诈骗
2017-08-01,水珠钱包,上海市黄浦区,2016-06-01,暂停运营
2017-08-01,海河金融,北京市东城区,2015-01-05,提现困难
2017-08-01,投巴巴,广东省东莞市,2015-08-18,暂停运营
2017-07-29,V金融,上海市杨浦区,2016-03-02,暂停运营
2017-07-28,深圳中资资产,广东省深圳市,--,平台失联
2017-07-28,桂海融信,湖北省孝感市,--,平台失联
2017-07-28,前海金易贷,广东省惠州市,2015-09-20,平台失联
2017-07-28,帝鑫1购,广东省深圳市,--,平台失联
2017-07-28,闲包贷,福建省厦门市,2016-07-15,平台失联
2017-07-28,米麦bank,北京市东城区,2016-04-07,暂停运营
2017-07-28,决策树,江苏省无锡市,2016-04-21,暂停运营
2017-07-28,前海双赢,广东省深圳市,2015-03-15,暂停运营
2017-07-28,连盈贷,北京市东城区,2015-04-26,暂停运营
2017-07-28,善金网,四川省成都市,2015-08-31,暂停运营
2017-07-28,利邦财富,浙江省宁波市,2015-04-17,平台失联
2017-07-28,芝麻开门,河北省石家庄市,2015-02-05,暂停运营
2017-07-28,聚众金融,北京市东城区,2014-03-18,平台失联
2017-07-28,和盛在线,浙江省温州市,2013-09-30,平台失联
2017-07-28,承网宣投资,广东省广州市,--,平台失联
2017-07-27,玖那里,上海市黄浦区,2012-09-25,平台失联
2017-07-27,玖那里金融在线,上海市黄浦区,2015-05-28,平台失联
2017-07-27,爵财网,上海市黄浦区,2016-01-25,提现困难
2017-07-27,同成阁投资,湖南省永州市,--,平台诈骗
2017-07-27,汇普金融,北京市朝阳区,--,平台失联
2017-07-25,众石金融,广东省深圳市,2016-07-13,平台失联
2017-07-25,莱谊投资,上海市闸北区,--,平台诈骗
2017-07-25,明志在线,广东省深圳市,2015-02-27,平台失联
2017-07-25,证大e贷,上海市黄浦区,2012-07-31,暂停运营
2017-07-21,昭丰财富,浙江省宁波市,--,暂停运营
2017-07-21,朗盛金服,浙江省台州市,2015-12-07,平台失联
2017-07-21,神州通宝,广东省深圳市,2014-01-07,暂停运营
2017-07-21,大成永兴,湖北省武汉市,--,平台失联
2017-07-20,金阐投资,上海市奉贤区,--,提现困难
2017-07-20,易富贷,辽宁省大连市,2014-10-10,平台失联
2017-07-20,千和投,北京市东城区,2015-01-01,平台失联
2017-07-20,长诚贷,广东省深圳市,2013-11-08,平台失联
2017-07-20,盛世通贷,江西省南昌市,2015-08-01,暂停运营
2017-07-20,紫橙金融,上海市黄浦区,2015-08-08,平台失联
2017-07-20,鼎叠在线,广东省广州市,--,平台失联
2017-07-20,富利惠通,北京市海淀区,--,警方介入
2017-07-20,华新财投资,广东省深圳市,--,平台失联
2017-07-20,时鸿投资,上海市闵行区,--,提现困难
2017-07-20,般若财富,甘肃省兰州市,--,平台失联
2017-07-20,胜达金融投资,河北省石家庄市,--,平台失联
2017-07-20,万达基金,湖北省武汉市,--,平台诈骗
2017-07-20,山东海易筹,山东省青岛市,2016-08-30,平台失联
2017-07-20,诺筹网,山东省青岛市,--,平台失联
2017-07-20,桂海融资租赁,上海市徐汇区,--,平台诈骗
2017-07-20,启富宝,上海市青浦区,--,平台诈骗
2017-07-20,磐金财富,广东省深圳市,--,平台诈骗
2017-07-17,八桂贷,广西壮族自治区南宁市,--,平台失联
2017-07-17,点心贷,北京市东城区,2014-01-26,平台失联
2017-07-17,力投网,河南省郑州市,2014-11-02,平台失联
2017-07-15,小资贷,安徽省阜阳市,2014-09-21,平台失联
2017-07-15,爱信贷,北京市东城区,2014-08-08,平台失联
2017-07-15,仁和融兴,山东省青岛市,2015-01-27,警方介入
2017-07-15,爱迪理财,北京市东城区,2015-05-15,平台失联
2017-07-15,融其道,江苏省南京市,2015-04-14,平台失联
2017-07-15,楚财友道,湖北省武汉市,2015-05-01,平台失联
2017-07-15,恒利来,上海市浦东新区,--,平台失联
2017-07-15,显铄资产,上海市奉贤区,--,提现困难
2017-07-15,99金融,湖北省宜昌市,2016-03-18,平台失联
2017-07-15,众邦财富,河北省石家庄市,2015-11-10,平台失联
2017-07-15,南信众投,贵州省黔南布依族苗族自治州,2016-03-30,平台失联
2017-07-13,盈盛财富,上海市崇明县,--,平台失联
2017-07-13,中融嘉盛,北京市海淀区,--,平台失联
2017-07-13,米财金融,福建省厦门市,--,平台失联
2017-07-13,财满仓,上海市黄浦区,2015-06-29,平台失联
2017-07-13,点车成金,上海市黄浦区,2015-02-06,暂停运营
2017-07-13,互联行,广东省深圳市,2014-01-24,平台失联
2017-07-13,随时融,北京市东城区,2014-09-08,暂停运营
2017-07-13,金果财富,上海市黄浦区,2015-05-04,平台失联
2017-07-10,璞羽投资,上海市奉贤区,--,平台诈骗
2017-07-10,桂e宝,广西壮族自治区南宁市,2016-08-27,平台失联
2017-07-10,小白马金服,北京市丰台区,2017-05-20,提现困难
2017-07-10,中金金融,黑龙江省哈尔滨市,--,平台失联
2017-07-10,通宝汇投,江苏省常州市,--,平台失联
2017-07-10,黑格尔资本,香港特别行政区湾仔区,--,平台诈骗
2017-07-09,百年e贷,上海市浦东新区,--,平台失联
2017-07-09,德旺鑫,山东省潍坊市,--,平台失联
2017-07-09,有福贷,浙江省杭州市,--,平台失联
2017-07-09,满满金服,浙江省杭州市,2016-09-23,暂停运营
2017-07-09,惠金金服,浙江省杭州市,2016-07-25,平台失联
2017-07-09,八融宝,广东省深圳市,2014-09-12,平台失联
2017-07-09,黄经贷,湖北省黄冈市,2016-03-01,暂停运营
2017-07-09,融金汇,广东省深圳市,2015-01-20,平台失联
2017-07-03,庆翱投资,广东省广州市,--,平台诈骗
2017-07-01,借贷撮合网,北京市东城区,2015-05-01,暂停运营
2017-06-30,金利丰金融集团有限公司,北京市东城区,2014-03-17,平台失联
2017-06-30,潜隆贷,四川省成都市,2014-11-29,平台诈骗
